Site,Plot,Treatment,Date,"Time, GMT+11:00","Temp, ÁC (SEN S/N: 9818218, LBL: Ambient)","RH, % (SEN S/N: 9818218)","DewPt, ÁC (SEN S/N: 9818218)","Temp, ÁC (SEN S/N: 9824740, LBL: 3cmBG)","Water Content, m?/m? (SEN S/N: 9833758, LBL: 5cmBG)","Water Content, m?/m? (SEN S/N: 9833760, LBL: 10cmBG)"
ITEX1U,6,OTC,29/07/12,13:10:43,0.962,100,1,,0.3148,0.4463
ITEX1U,6,OTC,29/07/12,14:10:44,0.962,100,1,,0.3148,0.4463
ITEX1U,6,OTC,29/07/12,15:10:45,0.962,100,1,,0.3148,0.4463
ITEX1U,6,OTC,29/07/12,16:10:46,0.962,100,1,,0.3148,0.4463
ITEX1U,6,OTC,29/07/12,17:10:47,0.962,100,1,,0.3148,0.4463
ITEX1U,6,OTC,29/07/12,18:10:48,0.962,100,1,,0.3148,0.4463
ITEX1U,6,OTC,29/07/12,19:10:49,0.962,100,1,,0.3148,0.4463
ITEX1U,6,OTC,29/07/12,20:10:50,0.962,100,1,,0.3141,0.4463
ITEX1U,6,OTC,29/07/12,21:10:51,0.962,100,1,,0.3148,0.4463
ITEX1U,6,OTC,29/07/12,22:10:52,0.934,100,0.9,,0.3141,0.447
ITEX1U,6,OTC,29/07/12,23:10:53,0.934,100,0.9,,0.3141,0.4463
ITEX1U,6,OTC,30/07/12,00:10:54,0.934,100,0.9,,0.3141,0.4463
ITEX1U,6,OTC,30/07/12,01:10:55,0.934,100,0.9,,0.3141,0.4463
ITEX1U,6,OTC,30/07/12,02:10:56,0.934,100,0.9,,0.3141,0.447
ITEX1U,6,OTC,30/07/12,03:10:57,0.907,100,0.9,,0.3141,0.447
ITEX1U,6,OTC,30/07/12,04:10:58,0.907,100,0.9,,0.3141,0.447
ITEX1U,6,OTC,30/07/12,05:10:59,0.907,100,0.9,,0.3141,0.4463
ITEX1U,6,OTC,30/07/12,06:11:00,0.88,100,0.9,,0.3141,0.4463
ITEX1U,6,OTC,30/07/12,07:11:01,0.88,100,0.9,,0.3141,0.4463
ITEX1U,6,OTC,30/07/12,08:11:02,0.88,100,0.9,,0.3133,0.447
ITEX1U,6,OTC,30/07/12,09:11:03,0.907,100,0.9,,0.3141,0.447
ITEX1U,6,OTC,30/07/12,10:11:04,0.88,100,0.9,,0.3133,0.447
ITEX1U,6,OTC,30/07/12,11:11:05,0.907,100,0.9,,0.3141,0.4463
ITEX1U,6,OTC,30/07/12,12:11:06,0.907,100,0.9,,0.3133,0.447
ITEX1U,6,OTC,30/07/12,13:11:07,0.907,100,0.9,,0.3141,0.4463
ITEX1U,6,OTC,30/07/12,14:11:08,0.907,100,0.9,,0.3141,0.447
ITEX1U,6,OTC,30/07/12,15:11:09,0.934,100,0.9,,0.3141,0.4463
ITEX1U,6,OTC,30/07/12,16:11:10,0.934,100,0.9,,0.3133,0.4463
ITEX1U,6,OTC,30/07/12,17:11:11,0.934,100,0.9,,0.3133,0.447
ITEX1U,6,OTC,30/07/12,18:11:12,0.907,100,0.9,,0.3133,0.447
ITEX1U,6,OTC,30/07/12,19:11:13,0.907,100,0.9,,0.3133,0.447
ITEX1U,6,OTC,30/07/12,20:11:14,0.907,100,0.9,,0.3133,0.4463
ITEX1U,6,OTC,30/07/12,21:11:15,0.934,100,0.9,,0.3133,0.4463
ITEX1U,6,OTC,30/07/12,22:11:16,0.934,100,0.9,,0.3133,0.447
ITEX1U,6,OTC,30/07/12,23:11:17,0.934,100,0.9,,0.3133,0.447
ITEX1U,6,OTC,31/07/12,00:11:18,0.934,100,0.9,,0.3133,0.447
ITEX1U,6,OTC,31/07/12,01:11:19,0.934,100,0.9,,0.3133,0.447
ITEX1U,6,OTC,31/07/12,02:11:20,0.934,100,0.9,,0.3133,0.447
ITEX1U,6,OTC,31/07/12,03:11:21,0.934,100,0.9,,0.3126,0.447
ITEX1U,6,OTC,31/07/12,04:11:22,0.934,100,0.9,,0.3133,0.447
ITEX1U,6,OTC,31/07/12,05:11:23,0.934,100,0.9,,0.3133,0.4463
ITEX1U,6,OTC,31/07/12,06:11:24,0.934,100,0.9,,0.3133,0.447
ITEX1U,6,OTC,31/07/12,07:11:25,0.934,100,0.9,,0.3126,0.447
ITEX1U,6,OTC,31/07/12,08:11:26,0.934,100,0.9,,0.3133,0.4463
ITEX1U,6,OTC,31/07/12,09:11:27,0.934,100,0.9,,0.3133,0.447
ITEX1U,6,OTC,31/07/12,10:11:28,0.934,100,0.9,,0.3133,0.447
ITEX1U,6,OTC,31/07/12,11:11:29,0.962,100,1,,0.3126,0.447
ITEX1U,6,OTC,31/07/12,12:11:30,0.934,100,0.9,,0.3126,0.4463
ITEX1U,6,OTC,31/07/12,13:11:31,0.962,100,1,,0.3126,0.4463
ITEX1U,6,OTC,31/07/12,14:11:32,0.962,100,1,,0.3126,0.447
ITEX1U,6,OTC,31/07/12,15:11:33,0.962,100,1,,0.3126,0.447
ITEX1U,6,OTC,31/07/12,16:11:34,0.962,100,1,,0.3126,0.4463
ITEX1U,6,OTC,31/07/12,17:11:35,0.962,100,1,,0.3126,0.447
ITEX1U,6,OTC,31/07/12,18:11:36,0.962,100,1,,0.3126,0.447
ITEX1U,6,OTC,31/07/12,19:11:37,0.962,100,1,,0.3126,0.447
ITEX1U,6,OTC,31/07/12,20:11:38,0.962,100,1,,0.3126,0.447
ITEX1U,6,OTC,31/07/12,21:11:39,0.962,100,1,,0.3126,0.447
ITEX1U,6,OTC,31/07/12,22:11:40,0.962,100,1,,0.3126,0.447
ITEX1U,6,OTC,31/07/12,23:11:41,0.962,100,1,,0.3126,0.4463
ITEX1U,6,OTC,01/08/12,00:11:42,0.934,100,0.9,,0.3126,0.447
ITEX1U,6,OTC,01/08/12,01:11:43,0.934,100,0.9,,0.3126,0.447
ITEX1U,6,OTC,01/08/12,02:11:44,0.934,100,0.9,,0.3126,0.4463
ITEX1U,6,OTC,01/08/12,03:11:45,0.962,100,1,,0.3126,0.447
ITEX1U,6,OTC,01/08/12,04:11:46,0.962,100,1,,0.3126,0.447
ITEX1U,6,OTC,01/08/12,05:11:47,0.962,100,1,,0.3119,0.4463
ITEX1U,6,OTC,01/08/12,06:11:48,0.962,100,1,,0.3119,0.4463
ITEX1U,6,OTC,01/08/12,07:11:49,0.962,100,1,,0.3119,0.4463
ITEX1U,6,OTC,01/08/12,08:11:50,0.962,100,1,,0.3119,0.4463
ITEX1U,6,OTC,01/08/12,09:11:51,0.962,100,1,,0.3119,0.447
ITEX1U,6,OTC,01/08/12,10:11:52,0.962,100,1,,0.3119,0.447
ITEX1U,6,OTC,01/08/12,11:11:53,0.962,100,1,,0.3119,0.447
ITEX1U,6,OTC,01/08/12,12:11:54,0.962,100,1,,0.3119,0.447
ITEX1U,6,OTC,01/08/12,13:11:55,0.962,100,1,,0.3119,0.447
ITEX1U,6,OTC,01/08/12,14:11:56,0.962,100,1,,0.3119,0.447
ITEX1U,6,OTC,01/08/12,15:11:57,0.962,100,1,,0.3119,0.447
ITEX1U,6,OTC,01/08/12,16:11:58,0.962,100,1,,0.3119,0.447
ITEX1U,6,OTC,01/08/12,17:11:59,0.962,100,1,,0.3119,0.447
ITEX1U,6,OTC,01/08/12,18:12:00,0.962,100,1,,0.3119,0.4477
ITEX1U,6,OTC,01/08/12,19:12:01,0.962,100,1,,0.3119,0.447
ITEX1U,6,OTC,01/08/12,20:12:02,0.962,100,1,,0.3119,0.447
ITEX1U,6,OTC,01/08/12,21:12:03,0.962,100,1,,0.3119,0.4463
ITEX1U,6,OTC,01/08/12,22:12:04,0.962,100,1,,0.3112,0.4463
ITEX1U,6,OTC,01/08/12,23:12:05,0.962,100,1,,0.3119,0.4463
ITEX1U,6,OTC,02/08/12,00:12:06,0.962,100,1,,0.3119,0.4463
ITEX1U,6,OTC,02/08/12,01:12:07,0.962,100,1,,0.3112,0.4463
ITEX1U,6,OTC,02/08/12,02:12:08,0.962,100,1,,0.3119,0.4463
ITEX1U,6,OTC,02/08/12,03:12:09,0.962,100,1,,0.3112,0.447
ITEX1U,6,OTC,02/08/12,04:12:10,0.962,100,1,,0.3112,0.4463
ITEX1U,6,OTC,02/08/12,05:12:11,0.962,100,1,,0.3112,0.447
ITEX1U,6,OTC,02/08/12,06:12:12,0.934,100,0.9,,0.3112,0.447
ITEX1U,6,OTC,02/08/12,07:12:13,0.934,100,0.9,,0.3112,0.447
ITEX1U,6,OTC,02/08/12,08:12:14,0.934,100,0.9,,0.3112,0.447
ITEX1U,6,OTC,02/08/12,09:12:15,0.934,100,0.9,,0.3112,0.447
ITEX1U,6,OTC,02/08/12,10:12:16,0.934,100,0.9,,0.3112,0.447
ITEX1U,6,OTC,02/08/12,11:12:17,0.934,100,0.9,,0.3112,0.447
ITEX1U,6,OTC,02/08/12,12:12:18,0.934,100,0.9,,0.3112,0.447
ITEX1U,6,OTC,02/08/12,13:12:19,0.934,100,0.9,,0.3104,0.447
ITEX1U,6,OTC,02/08/12,14:12:20,0.907,100,0.9,,0.3104,0.447
ITEX1U,6,OTC,02/08/12,15:12:21,0.934,100,0.9,,0.3104,0.447
ITEX1U,6,OTC,02/08/12,16:12:22,0.907,100,0.9,,0.3104,0.447
ITEX1U,6,OTC,02/08/12,17:12:23,0.907,100,0.9,,0.3112,0.447
ITEX1U,6,OTC,02/08/12,18:12:24,0.907,100,0.9,,0.3104,0.447
ITEX1U,6,OTC,02/08/12,19:12:25,0.88,100,0.9,,0.3112,0.447
ITEX1U,6,OTC,02/08/12,20:12:26,0.88,100,0.9,,0.3112,0.447
ITEX1U,6,OTC,02/08/12,21:12:27,0.88,100,0.9,,0.3104,0.447
ITEX1U,6,OTC,02/08/12,22:12:28,0.852,100,0.8,,0.3104,0.447
ITEX1U,6,OTC,02/08/12,23:12:29,0.852,100,0.8,,0.3104,0.447
ITEX1U,6,OTC,03/08/12,00:12:30,0.825,100,0.8,,0.3104,0.447
ITEX1U,6,OTC,03/08/12,01:12:31,0.852,100,0.8,,0.3104,0.447
ITEX1U,6,OTC,03/08/12,02:12:32,0.852,100,0.8,,0.3104,0.447
ITEX1U,6,OTC,03/08/12,03:12:33,0.852,100,0.8,,0.3104,0.447
ITEX1U,6,OTC,03/08/12,04:12:34,0.825,100,0.8,,0.3104,0.447
ITEX1U,6,OTC,03/08/12,05:12:35,0.825,100,0.8,,0.3104,0.447
ITEX1U,6,OTC,03/08/12,06:12:36,0.825,100,0.8,,0.3104,0.447
ITEX1U,6,OTC,03/08/12,07:12:37,0.825,100,0.8,,0.3104,0.447
ITEX1U,6,OTC,03/08/12,08:12:38,0.825,100,0.8,,0.3104,0.447
ITEX1U,6,OTC,03/08/12,09:12:39,0.825,100,0.8,,0.3104,0.447
ITEX1U,6,OTC,03/08/12,10:12:40,0.825,100,0.8,,0.3104,0.447
ITEX1U,6,OTC,03/08/12,11:12:41,0.825,100,0.8,,0.3104,0.447
ITEX1U,6,OTC,03/08/12,12:12:42,0.825,100,0.8,,0.3104,0.447
ITEX1U,6,OTC,03/08/12,13:12:43,0.797,100,0.8,,0.3104,0.447
ITEX1U,6,OTC,03/08/12,14:12:44,0.797,100,0.8,,0.3104,0.447
ITEX1U,6,OTC,03/08/12,15:12:45,0.797,100,0.8,,0.3104,0.447
ITEX1U,6,OTC,03/08/12,16:12:46,0.797,100,0.8,,0.3104,0.447
ITEX1U,6,OTC,03/08/12,17:12:47,0.797,100,0.8,,0.3104,0.447
ITEX1U,6,OTC,03/08/12,18:12:48,0.797,100,0.8,,0.3104,0.447
ITEX1U,6,OTC,03/08/12,19:12:49,0.797,100,0.8,,0.3104,0.4463
ITEX1U,6,OTC,03/08/12,20:12:50,0.797,100,0.8,,0.3097,0.4463
ITEX1U,6,OTC,03/08/12,21:12:51,0.797,100,0.8,,0.3097,0.4463
ITEX1U,6,OTC,03/08/12,22:12:52,0.797,100,0.8,,0.3097,0.4463
ITEX1U,6,OTC,03/08/12,23:12:53,0.797,100,0.8,,0.3097,0.4463
ITEX1U,6,OTC,04/08/12,00:12:54,0.797,100,0.8,,0.3097,0.4463
ITEX1U,6,OTC,04/08/12,01:12:55,0.797,100,0.8,,0.3097,0.4463
ITEX1U,6,OTC,04/08/12,02:12:56,0.77,100,0.8,,0.3097,0.4463
ITEX1U,6,OTC,04/08/12,03:12:57,0.797,100,0.8,,0.3097,0.4463
ITEX1U,6,OTC,04/08/12,04:12:58,0.742,100,0.7,,0.3097,0.4455
ITEX1U,6,OTC,04/08/12,05:12:59,0.742,100,0.7,,0.3097,0.4455
ITEX1U,6,OTC,04/08/12,06:13:00,0.715,100,0.7,,0.3097,0.4455
ITEX1U,6,OTC,04/08/12,07:13:01,0.742,100,0.7,,0.3097,0.4455
ITEX1U,6,OTC,04/08/12,08:13:02,0.742,100,0.7,,0.3097,0.4455
ITEX1U,6,OTC,04/08/12,09:13:03,0.742,100,0.7,,0.3097,0.4455
ITEX1U,6,OTC,04/08/12,10:13:04,0.77,100,0.8,,0.309,0.4455
ITEX1U,6,OTC,04/08/12,11:13:05,0.77,100,0.8,,0.309,0.4455
ITEX1U,6,OTC,04/08/12,12:13:06,0.77,100,0.8,,0.309,0.4455
ITEX1U,6,OTC,04/08/12,13:13:07,0.797,100,0.8,,0.309,0.4455
ITEX1U,6,OTC,04/08/12,14:13:08,0.797,100,0.8,,0.309,0.4455
ITEX1U,6,OTC,04/08/12,15:13:09,0.797,100,0.8,,0.309,0.4455
ITEX1U,6,OTC,04/08/12,16:13:10,0.797,100,0.8,,0.309,0.4455
ITEX1U,6,OTC,04/08/12,17:13:11,0.797,100,0.8,,0.309,0.4448
ITEX1U,6,OTC,04/08/12,18:13:12,0.825,100,0.8,,0.309,0.4448
ITEX1U,6,OTC,04/08/12,19:13:13,0.825,100,0.8,,0.309,0.4448
ITEX1U,6,OTC,04/08/12,20:13:14,0.825,100,0.8,,0.3082,0.4448
ITEX1U,6,OTC,04/08/12,21:13:15,0.825,100,0.8,,0.3082,0.4448
ITEX1U,6,OTC,04/08/12,22:13:16,0.825,100,0.8,,0.309,0.4448
ITEX1U,6,OTC,04/08/12,23:13:17,0.825,100,0.8,,0.309,0.4448
ITEX1U,6,OTC,05/08/12,00:13:18,0.797,100,0.8,,0.309,0.4448
ITEX1U,6,OTC,05/08/12,01:13:19,0.797,100,0.8,,0.309,0.4441
ITEX1U,6,OTC,05/08/12,02:13:20,0.797,100,0.8,,0.3082,0.4441
ITEX1U,6,OTC,05/08/12,03:13:21,0.797,100,0.8,,0.309,0.4441
ITEX1U,6,OTC,05/08/12,04:13:22,0.797,100,0.8,,0.3082,0.4441
ITEX1U,6,OTC,05/08/12,05:13:23,0.77,100,0.8,,0.3082,0.4441
ITEX1U,6,OTC,05/08/12,06:13:24,0.797,100,0.8,,0.3082,0.4433
ITEX1U,6,OTC,05/08/12,07:13:25,0.825,100,0.8,,0.3082,0.4433
ITEX1U,6,OTC,05/08/12,08:13:26,0.825,100,0.8,,0.3082,0.4441
ITEX1U,6,OTC,05/08/12,09:13:27,0.852,100,0.8,,0.3082,0.4433
ITEX1U,6,OTC,05/08/12,10:13:28,0.825,100,0.8,,0.3082,0.4433
ITEX1U,6,OTC,05/08/12,11:13:29,0.825,100,0.8,,0.3082,0.4433
ITEX1U,6,OTC,05/08/12,12:13:30,0.825,100,0.8,,0.3082,0.4433
ITEX1U,6,OTC,05/08/12,13:13:31,0.825,100,0.8,,0.3082,0.4433
ITEX1U,6,OTC,05/08/12,14:13:32,0.825,100,0.8,,0.3082,0.4433
ITEX1U,6,OTC,05/08/12,15:13:33,0.825,100,0.8,,0.3075,0.4433
ITEX1U,6,OTC,05/08/12,16:13:34,0.825,100,0.8,,0.3075,0.4433
ITEX1U,6,OTC,05/08/12,17:13:35,0.825,100,0.8,,0.3082,0.4433
ITEX1U,6,OTC,05/08/12,18:13:36,0.852,100,0.8,,0.3082,0.4433
ITEX1U,6,OTC,05/08/12,19:13:37,0.852,100,0.8,,0.3082,0.4433
ITEX1U,6,OTC,05/08/12,20:13:38,0.852,100,0.8,,0.3075,0.4433
ITEX1U,6,OTC,05/08/12,21:13:39,0.852,100,0.8,,0.3075,0.4433
ITEX1U,6,OTC,05/08/12,22:13:40,0.852,100,0.8,,0.3075,0.4433
ITEX1U,6,OTC,05/08/12,23:13:41,0.852,100,0.8,,0.3075,0.4433
ITEX1U,6,OTC,06/08/12,00:13:42,0.88,100,0.9,,0.3075,0.4433
ITEX1U,6,OTC,06/08/12,01:13:43,0.88,100,0.9,,0.3075,0.4433
ITEX1U,6,OTC,06/08/12,02:13:44,0.88,100,0.9,,0.3075,0.4433
ITEX1U,6,OTC,06/08/12,03:13:45,0.88,100,0.9,,0.3075,0.4426
ITEX1U,6,OTC,06/08/12,04:13:46,0.88,100,0.9,,0.3075,0.4426
ITEX1U,6,OTC,06/08/12,05:13:47,0.88,100,0.9,,0.3075,0.4426
ITEX1U,6,OTC,06/08/12,06:13:48,0.907,100,0.9,,0.3075,0.4426
ITEX1U,6,OTC,06/08/12,07:13:49,0.907,100,0.9,,0.3075,0.4426
ITEX1U,6,OTC,06/08/12,08:13:50,0.907,100,0.9,,0.3075,0.4426
ITEX1U,6,OTC,06/08/12,09:13:51,0.907,100,0.9,,0.3075,0.4419
ITEX1U,6,OTC,06/08/12,10:13:52,0.907,100,0.9,,0.3075,0.4419
ITEX1U,6,OTC,06/08/12,11:13:53,0.907,100,0.9,,0.3075,0.4419
ITEX1U,6,OTC,06/08/12,12:13:54,0.907,100,0.9,,0.3075,0.4419
ITEX1U,6,OTC,06/08/12,13:13:55,0.934,100,0.9,,0.3075,0.4419
ITEX1U,6,OTC,06/08/12,14:13:56,0.934,100,0.9,,0.3075,0.4419
ITEX1U,6,OTC,06/08/12,15:13:57,0.934,100,0.9,,0.3075,0.4419
ITEX1U,6,OTC,06/08/12,16:13:58,0.934,100,0.9,,0.3075,0.4419
ITEX1U,6,OTC,06/08/12,17:13:59,0.934,100,0.9,,0.3075,0.4412
ITEX1U,6,OTC,06/08/12,18:14:00,0.934,100,0.9,,0.3075,0.4412
ITEX1U,6,OTC,06/08/12,19:14:01,0.934,100,0.9,,0.3068,0.4419
ITEX1U,6,OTC,06/08/12,20:14:02,0.934,100,0.9,,0.3068,0.4412
ITEX1U,6,OTC,06/08/12,21:14:03,0.934,100,0.9,,0.3068,0.4412
ITEX1U,6,OTC,06/08/12,22:14:04,0.962,100,1,,0.3068,0.4412
ITEX1U,6,OTC,06/08/12,23:14:05,0.962,100,1,,0.3068,0.4412
ITEX1U,6,OTC,07/08/12,00:14:06,0.962,100,1,,0.3068,0.4412
ITEX1U,6,OTC,07/08/12,01:14:07,0.962,100,1,,0.3068,0.4412
ITEX1U,6,OTC,07/08/12,02:14:08,0.962,100,1,,0.3068,0.4412
ITEX1U,6,OTC,07/08/12,03:14:09,0.962,100,1,,0.3068,0.4412
ITEX1U,6,OTC,07/08/12,04:14:10,0.962,100,1,,0.3068,0.4412
ITEX1U,6,OTC,07/08/12,05:14:11,0.962,100,1,,0.3068,0.4404
ITEX1U,6,OTC,07/08/12,06:14:12,0.962,100,1,,0.3068,0.4404
ITEX1U,6,OTC,07/08/12,07:14:13,0.962,100,1,,0.3068,0.4404
ITEX1U,6,OTC,07/08/12,08:14:14,0.962,100,1,,0.3068,0.4404
ITEX1U,6,OTC,07/08/12,09:14:15,0.962,100,1,,0.3068,0.4404
ITEX1U,6,OTC,07/08/12,10:14:16,0.962,100,1,,0.3061,0.4404
ITEX1U,6,OTC,07/08/12,11:14:17,0.962,100,1,,0.3068,0.4404
ITEX1U,6,OTC,07/08/12,12:14:18,0.962,100,1,,0.3061,0.4404
ITEX1U,6,OTC,07/08/12,13:14:19,0.934,100,0.9,,0.3061,0.4404
ITEX1U,6,OTC,07/08/12,14:14:20,0.934,100,0.9,,0.3061,0.4404
ITEX1U,6,OTC,07/08/12,15:14:21,0.934,100,0.9,,0.3061,0.4404
ITEX1U,6,OTC,07/08/12,16:14:22,0.934,100,0.9,,0.3061,0.4397
ITEX1U,6,OTC,07/08/12,17:14:23,0.934,100,0.9,,0.3061,0.4397
ITEX1U,6,OTC,07/08/12,18:14:24,0.962,100,1,,0.3061,0.4397
ITEX1U,6,OTC,07/08/12,19:14:25,0.934,100,0.9,,0.3061,0.4397
ITEX1U,6,OTC,07/08/12,20:14:26,0.934,100,0.9,,0.3061,0.4404
ITEX1U,6,OTC,07/08/12,21:14:27,0.934,100,0.9,,0.3061,0.4404
ITEX1U,6,OTC,07/08/12,22:14:28,0.934,100,0.9,,0.3053,0.4397
ITEX1U,6,OTC,07/08/12,23:14:29,0.934,100,0.9,,0.3061,0.4397
ITEX1U,6,OTC,08/08/12,00:14:30,0.934,100,0.9,,0.3061,0.4404
ITEX1U,6,OTC,08/08/12,01:14:31,0.934,100,0.9,,0.3061,0.4397
ITEX1U,6,OTC,08/08/12,02:14:32,0.934,100,0.9,,0.3053,0.4397
ITEX1U,6,OTC,08/08/12,03:14:33,0.934,100,0.9,,0.3061,0.4397
ITEX1U,6,OTC,08/08/12,04:14:34,0.934,100,0.9,,0.3053,0.439
ITEX1U,6,OTC,08/08/12,05:14:35,0.907,100,0.9,,0.3053,0.439
ITEX1U,6,OTC,08/08/12,06:14:36,0.907,100,0.9,,0.3053,0.439
ITEX1U,6,OTC,08/08/12,07:14:37,0.934,100,0.9,,0.3053,0.439
ITEX1U,6,OTC,08/08/12,08:14:38,0.934,100,0.9,,0.3053,0.439
ITEX1U,6,OTC,08/08/12,09:14:39,0.934,100,0.9,,0.3053,0.439
ITEX1U,6,OTC,08/08/12,10:14:40,0.934,100,0.9,,0.3053,0.4397
ITEX1U,6,OTC,08/08/12,11:14:41,0.962,100,1,,0.3053,0.4397
ITEX1U,6,OTC,08/08/12,12:14:42,0.934,100,0.9,,0.3053,0.4397
ITEX1U,6,OTC,08/08/12,13:14:43,0.934,100,0.9,,0.3053,0.4397
ITEX1U,6,OTC,08/08/12,14:14:44,0.934,100,0.9,,0.3053,0.4397
ITEX1U,6,OTC,08/08/12,15:14:45,0.934,100,0.9,,0.3053,0.439
ITEX1U,6,OTC,08/08/12,16:14:46,0.934,100,0.9,,0.3053,0.439
ITEX1U,6,OTC,08/08/12,17:14:47,0.962,100,1,,0.3053,0.4397
ITEX1U,6,OTC,08/08/12,18:14:48,0.962,100,1,,0.3053,0.439
ITEX1U,6,OTC,08/08/12,19:14:49,0.934,100,0.9,,0.3053,0.4397
ITEX1U,6,OTC,08/08/12,20:14:50,0.962,100,1,,0.3053,0.4397
ITEX1U,6,OTC,08/08/12,21:14:51,0.962,100,1,,0.3046,0.439
ITEX1U,6,OTC,08/08/12,22:14:52,0.962,100,1,,0.3046,0.439
ITEX1U,6,OTC,08/08/12,23:14:53,0.962,100,1,,0.3053,0.439
ITEX1U,6,OTC,09/08/12,00:14:54,0.962,100,1,,0.3053,0.439
ITEX1U,6,OTC,09/08/12,01:14:55,0.962,100,1,,0.3053,0.439
ITEX1U,6,OTC,09/08/12,02:14:56,0.962,100,1,,0.3046,0.439
ITEX1U,6,OTC,09/08/12,03:14:57,0.962,100,1,,0.3046,0.439
ITEX1U,6,OTC,09/08/12,04:14:58,0.962,100,1,,0.3046,0.439
ITEX1U,6,OTC,09/08/12,05:14:59,0.962,100,1,,0.3046,0.439
ITEX1U,6,OTC,09/08/12,06:15:00,0.962,100,1,,0.3046,0.4383
ITEX1U,6,OTC,09/08/12,07:15:01,0.989,100,1,,0.3046,0.4383
ITEX1U,6,OTC,09/08/12,08:15:02,0.989,100,1,,0.3046,0.4383
ITEX1U,6,OTC,09/08/12,09:15:03,0.962,100,1,,0.3046,0.4383
ITEX1U,6,OTC,09/08/12,10:15:04,0.989,100,1,,0.3046,0.4383
ITEX1U,6,OTC,09/08/12,11:15:05,0.962,100,1,,0.3046,0.4383
ITEX1U,6,OTC,09/08/12,12:15:06,0.989,100,1,,0.3046,0.4383
ITEX1U,6,OTC,09/08/12,13:15:07,0.962,100,1,,0.3039,0.4383
ITEX1U,6,OTC,09/08/12,14:15:08,0.989,100,1,,0.3046,0.4383
ITEX1U,6,OTC,09/08/12,15:15:09,0.989,100,1,,0.3046,0.4383
ITEX1U,6,OTC,09/08/12,16:15:10,0.989,100,1,,0.3046,0.4383
ITEX1U,6,OTC,09/08/12,17:15:11,1.017,100,1,,0.3046,0.4375
ITEX1U,6,OTC,09/08/12,18:15:12,1.017,100,1,,0.3046,0.4375
ITEX1U,6,OTC,09/08/12,19:15:13,0.989,100,1,,0.3046,0.4375
ITEX1U,6,OTC,09/08/12,20:15:14,1.017,100,1,,0.3046,0.4375
ITEX1U,6,OTC,09/08/12,21:15:15,1.017,100,1,,0.3039,0.4375
ITEX1U,6,OTC,09/08/12,22:15:16,1.017,100,1,,0.3046,0.4375
ITEX1U,6,OTC,09/08/12,23:15:17,1.017,100,1,,0.3039,0.4375
ITEX1U,6,OTC,10/08/12,00:15:18,0.989,100,1,,0.3039,0.4375
ITEX1U,6,OTC,10/08/12,01:15:19,0.989,100,1,,0.3046,0.4375
ITEX1U,6,OTC,10/08/12,02:15:20,0.989,100,1,,0.3039,0.4375
ITEX1U,6,OTC,10/08/12,03:15:21,0.989,100,1,,0.3046,0.4375
ITEX1U,6,OTC,10/08/12,04:15:22,1.017,100,1,,0.3039,0.4375
ITEX1U,6,OTC,10/08/12,05:15:23,0.989,100,1,,0.3039,0.4375
ITEX1U,6,OTC,10/08/12,06:15:24,0.989,100,1,,0.3039,0.4375
ITEX1U,6,OTC,10/08/12,07:15:25,0.989,100,1,,0.3039,0.4375
ITEX1U,6,OTC,10/08/12,08:15:26,0.989,100,1,,0.3039,0.4375
ITEX1U,6,OTC,10/08/12,09:15:27,0.989,100,1,,0.3039,0.4368
ITEX1U,6,OTC,10/08/12,10:15:28,0.962,100,1,,0.3039,0.4368
ITEX1U,6,OTC,10/08/12,11:15:29,0.989,100,1,,0.3039,0.4368
ITEX1U,6,OTC,10/08/12,12:15:30,1.017,100,1,,0.3039,0.4368
ITEX1U,6,OTC,10/08/12,13:15:31,1.017,100,1,,0.3039,0.4368
ITEX1U,6,OTC,10/08/12,14:15:32,1.017,100,1,,0.3039,0.4368
ITEX1U,6,OTC,10/08/12,15:15:33,1.017,100,1,,0.3039,0.4368
ITEX1U,6,OTC,10/08/12,16:15:34,1.017,100,1,,0.3032,0.4368
ITEX1U,6,OTC,10/08/12,17:15:35,1.017,100,1,,0.3039,0.4368
ITEX1U,6,OTC,10/08/12,18:15:36,1.017,100,1,,0.3039,0.4368
ITEX1U,6,OTC,10/08/12,19:15:37,1.017,100,1,,0.3039,0.4368
ITEX1U,6,OTC,10/08/12,20:15:38,1.017,100,1,,0.3039,0.4368
ITEX1U,6,OTC,10/08/12,21:15:39,1.017,100,1,,0.3039,0.4368
ITEX1U,6,OTC,10/08/12,22:15:40,1.017,100,1,,0.3039,0.4361
ITEX1U,6,OTC,10/08/12,23:15:41,1.017,100,1,,0.3039,0.4368
ITEX1U,6,OTC,11/08/12,00:15:42,1.017,100,1,,0.3039,0.4361
ITEX1U,6,OTC,11/08/12,01:15:43,1.017,100,1,,0.3032,0.4361
ITEX1U,6,OTC,11/08/12,02:15:44,1.017,100,1,,0.3039,0.4361
ITEX1U,6,OTC,11/08/12,03:15:45,1.017,100,1,,0.3032,0.4361
ITEX1U,6,OTC,11/08/12,04:15:46,1.017,100,1,,0.3032,0.4361
ITEX1U,6,OTC,11/08/12,05:15:47,1.044,100,1,,0.3032,0.4361
ITEX1U,6,OTC,11/08/12,06:15:48,1.017,100,1,,0.3032,0.4361
ITEX1U,6,OTC,11/08/12,07:15:49,1.044,100,1,,0.3032,0.4361
ITEX1U,6,OTC,11/08/12,08:15:50,1.017,100,1,,0.3032,0.4361
