Site,Plot,Treatment,Date,"Time, GMT+11:00","Temp, ÁC( Ambient)","RH, %()","DewPt, ÁC()","Temp, ÁC( 3cmBG)","Water Content, m^3/m^3( 5cmBG)","Water Content, m^3/m^3( 10cmBG)"
ITEX2.0,5,CTL,12/03/11,22:48:53,11.346,100,11.4,10.369,0.1477,0.2109
ITEX2.0,5,CTL,12/03/11,23:48:54,12.05,100,12.1,10.883,0.1477,0.2109
ITEX2.0,5,CTL,13/03/11,00:48:55,12.992,100,13,11.71,0.1477,0.2116
ITEX2.0,5,CTL,13/03/11,01:48:56,13.257,100,13.3,12.606,0.1485,0.2109
ITEX2.0,5,CTL,13/03/11,02:48:57,13.257,100,13.3,12.871,0.1485,0.2109
ITEX2.0,5,CTL,13/03/11,03:48:58,13.088,100,13.1,12.968,0.1485,0.2109
ITEX2.0,5,CTL,13/03/11,04:48:59,13.161,100,13.2,12.968,0.1485,0.2109
ITEX2.0,5,CTL,13/03/11,05:49:00,13.185,100,13.2,13.064,0.1485,0.2109
ITEX2.0,5,CTL,13/03/11,06:49:01,13.161,100,13.2,13.088,0.1485,0.2109
ITEX2.0,5,CTL,13/03/11,07:49:02,13.281,100,13.3,13.161,0.1477,0.2116
ITEX2.0,5,CTL,13/03/11,08:49:03,13.305,100,13.3,13.377,0.1761,0.2298
ITEX2.0,5,CTL,13/03/11,09:49:04,13.305,100,13.3,13.69,0.2182,0.338
ITEX2.0,5,CTL,13/03/11,10:49:05,13.497,100,13.5,14.122,0.2015,0.2748
ITEX2.0,5,CTL,13/03/11,11:49:06,13.281,100,13.3,14.505,0.1804,0.2509
ITEX2.0,5,CTL,13/03/11,12:49:07,15.079,100,15.1,15.199,0.1746,0.2429
ITEX2.0,5,CTL,13/03/11,13:49:08,15.772,98,15.5,19.651,0.171,0.2385
ITEX2.0,5,CTL,13/03/11,14:49:09,15.247,99.1,15.1,17.177,0.179,0.24
ITEX2.0,5,CTL,13/03/11,15:49:10,18.152,94.8,17.3,20.889,0.1746,0.2378
ITEX2.0,5,CTL,13/03/11,16:49:11,15.772,90.4,14.2,20.889,0.1695,0.2349
ITEX2.0,5,CTL,13/03/11,17:49:12,14.601,94.7,13.8,17.011,0.1659,0.232
ITEX2.0,5,CTL,13/03/11,18:49:13,11.953,98,11.7,14.84,0.2276,0.3329
ITEX2.0,5,CTL,13/03/11,19:49:14,12.05,100,12.1,13.401,0.1935,0.261
ITEX2.0,5,CTL,13/03/11,20:49:15,12.582,100,12.6,12.968,0.184,0.248
ITEX2.0,5,CTL,13/03/11,21:49:16,11.953,100,12,12.606,0.1782,0.2414
ITEX2.0,5,CTL,13/03/11,22:49:17,11.273,100,11.3,11.977,0.1753,0.2378
ITEX2.0,5,CTL,13/03/11,23:49:18,12.074,100,12.1,12.413,0.1746,0.2356
ITEX2.0,5,CTL,14/03/11,00:49:19,11.151,100,11.2,12.195,0.1717,0.2342
ITEX2.0,5,CTL,14/03/11,01:49:20,10.075,100,10.1,11.613,0.1702,0.232
ITEX2.0,5,CTL,14/03/11,02:49:21,8.668,100,8.7,11.053,0.1681,0.2305
ITEX2.0,5,CTL,14/03/11,03:49:22,8.693,100,8.7,10.296,0.1673,0.2291
ITEX2.0,5,CTL,14/03/11,04:49:23,9.139,100,9.1,10.173,0.1666,0.2284
ITEX2.0,5,CTL,14/03/11,05:49:24,9.756,100,9.8,10.516,0.1659,0.2269
ITEX2.0,5,CTL,14/03/11,06:49:25,9.632,100,9.6,10.638,0.1652,0.2269
ITEX2.0,5,CTL,14/03/11,07:49:26,10.001,100,10,10.369,0.1652,0.2262
ITEX2.0,5,CTL,14/03/11,08:49:27,11.394,100,11.4,11.856,0.1659,0.2254
ITEX2.0,5,CTL,14/03/11,09:49:28,14.553,100,14.6,14.17,0.1681,0.2247
ITEX2.0,5,CTL,14/03/11,10:49:29,16.058,85.1,13.6,15.557,0.1695,0.2254
ITEX2.0,5,CTL,14/03/11,11:49:30,17.653,71.2,12.4,14.337,0.171,0.2247
ITEX2.0,5,CTL,14/03/11,12:49:31,19.389,69.7,13.7,19.722,0.1724,0.2233
ITEX2.0,5,CTL,14/03/11,13:49:32,21.724,66.7,15.3,24.629,0.1724,0.2225
ITEX2.0,5,CTL,14/03/11,14:49:33,20.674,65.9,14.1,23.905,0.171,0.2211
ITEX2.0,5,CTL,14/03/11,15:49:34,17.225,59.9,9.4,22.034,0.1695,0.2196
ITEX2.0,5,CTL,14/03/11,16:49:35,16.058,77.7,12.2,21.056,0.1695,0.2182
ITEX2.0,5,CTL,14/03/11,17:49:36,12.413,87.8,10.5,18.913,0.1673,0.2167
ITEX2.0,5,CTL,14/03/11,18:49:37,11.565,97.3,11.2,16.129,0.1637,0.216
ITEX2.0,5,CTL,14/03/11,19:49:38,9.632,99.3,9.5,13.882,0.1615,0.2146
ITEX2.0,5,CTL,14/03/11,20:49:39,8.319,100,8.3,12.05,0.1594,0.2138
ITEX2.0,5,CTL,14/03/11,21:49:40,4.844,100,4.8,10.394,0.1572,0.2124
ITEX2.0,5,CTL,14/03/11,22:49:41,1.398,100,1.4,8.22,0.155,0.2116
ITEX2.0,5,CTL,14/03/11,23:49:42,-0.423,100,-0.4,6.585,0.1528,0.2109
ITEX2.0,5,CTL,15/03/11,00:49:43,7.795,100,7.8,6.306,0.1514,0.2102
ITEX2.0,5,CTL,15/03/11,01:49:44,8.965,99.9,9,7.544,0.1506,0.2102
ITEX2.0,5,CTL,15/03/11,02:49:45,9.682,99.9,9.7,8.369,0.1506,0.2102
ITEX2.0,5,CTL,15/03/11,03:49:46,9.361,100,9.4,8.891,0.1506,0.2102
ITEX2.0,5,CTL,15/03/11,04:49:47,9.78,99.9,9.8,8.965,0.1506,0.2102
ITEX2.0,5,CTL,15/03/11,05:49:48,9.903,99.9,9.9,9.336,0.1506,0.2102
ITEX2.0,5,CTL,15/03/11,06:49:49,10.051,100,10.1,9.706,0.1506,0.2095
ITEX2.0,5,CTL,15/03/11,07:49:50,10.149,99.9,10.1,9.903,0.1506,0.2102
ITEX2.0,5,CTL,15/03/11,08:49:51,11.54,99.6,11.5,11.346,0.1514,0.2095
ITEX2.0,5,CTL,15/03/11,09:49:52,11.394,99.5,11.3,12.461,0.1528,0.2095
ITEX2.0,5,CTL,15/03/11,10:49:53,13.69,94.6,12.9,14.768,0.1543,0.2087
ITEX2.0,5,CTL,15/03/11,11:49:54,14.026,90.3,12.5,16.32,0.1564,0.208
ITEX2.0,5,CTL,15/03/11,12:49:55,15.414,88.9,13.6,17.082,0.1579,0.208
ITEX2.0,5,CTL,15/03/11,13:49:56,19.674,83,16.7,20.555,0.1608,0.208
ITEX2.0,5,CTL,15/03/11,14:49:57,18.105,81.7,14.9,21.032,0.163,0.2087
ITEX2.0,5,CTL,15/03/11,15:49:58,15.963,80.3,12.6,21.175,0.1644,0.2087
ITEX2.0,5,CTL,15/03/11,16:49:59,15.294,84,12.6,19.151,0.1615,0.2087
ITEX2.0,5,CTL,15/03/11,17:50:00,12.534,86.9,10.4,16.987,0.1572,0.208
ITEX2.0,5,CTL,15/03/11,18:50:01,12.654,94.1,11.7,14.194,0.1535,0.2124
ITEX2.0,5,CTL,15/03/11,19:50:02,9.706,96.3,9.2,12.001,0.1535,0.2116
ITEX2.0,5,CTL,15/03/11,20:50:03,10.418,99.7,10.4,10.834,0.1528,0.2109
ITEX2.0,5,CTL,15/03/11,21:50:04,10.663,99.9,10.7,10.663,0.1528,0.2102
ITEX2.0,5,CTL,15/03/11,22:50:05,10.663,99.9,10.7,10.467,0.1528,0.2102
ITEX2.0,5,CTL,15/03/11,23:50:06,10.785,99.5,10.7,10.907,0.1528,0.2102
ITEX2.0,5,CTL,16/03/11,00:50:07,9.657,99.8,9.6,10.418,0.1528,0.2095
ITEX2.0,5,CTL,16/03/11,01:50:08,8.618,99.7,8.6,9.608,0.1521,0.2095
ITEX2.0,5,CTL,16/03/11,02:50:09,10.418,100,10.4,9.731,0.1528,0.2095
ITEX2.0,5,CTL,16/03/11,03:50:10,9.163,100,9.2,9.756,0.1528,0.2095
ITEX2.0,5,CTL,16/03/11,04:50:11,10.222,100,10.2,9.534,0.1521,0.2087
ITEX2.0,5,CTL,16/03/11,05:50:12,10.492,100,10.5,10.467,0.1485,0.2095
ITEX2.0,5,CTL,16/03/11,06:50:13,10.418,99.9,10.4,10.638,0.1564,0.2095
ITEX2.0,5,CTL,16/03/11,07:50:14,9.706,99.8,9.7,10.345,0.2022,0.2705
ITEX2.0,5,CTL,16/03/11,08:50:15,10.687,100,10.7,11.175,0.1884,0.2501
ITEX2.0,5,CTL,16/03/11,09:50:16,13.137,94.6,12.3,12.63,0.1833,0.2422
ITEX2.0,5,CTL,16/03/11,10:50:17,14.745,80.6,11.5,13.81,0.1804,0.2378
ITEX2.0,5,CTL,16/03/11,11:50:18,16.892,71.9,11.8,13.161,0.1782,0.2342
ITEX2.0,5,CTL,16/03/11,12:50:19,18.152,67.9,12.1,18.628,0.1775,0.232
ITEX2.0,5,CTL,16/03/11,13:50:20,20.126,63.1,12.9,23.424,0.1768,0.2298
ITEX2.0,5,CTL,16/03/11,14:50:21,21.27,60.3,13.3,25.234,0.1775,0.2284
ITEX2.0,5,CTL,16/03/11,15:50:22,19.841,66.4,13.4,26.061,0.1775,0.2254
ITEX2.0,5,CTL,16/03/11,16:50:23,13.353,80.8,10.1,23.016,0.1746,0.2247
ITEX2.0,5,CTL,16/03/11,17:50:24,13.064,90.8,11.6,18.985,0.1717,0.2225
ITEX2.0,5,CTL,16/03/11,18:50:25,9.312,94.7,8.5,16.487,0.1695,0.2211
ITEX2.0,5,CTL,16/03/11,19:50:26,8.195,99.1,8.1,13.473,0.1666,0.2196
ITEX2.0,5,CTL,16/03/11,20:50:27,6.281,99.9,6.3,11.686,0.1644,0.2182
ITEX2.0,5,CTL,16/03/11,21:50:28,5.462,100,5.5,10.247,0.1623,0.2175
ITEX2.0,5,CTL,16/03/11,22:50:29,8.22,100,8.2,9.238,0.1572,0.2167
ITEX2.0,5,CTL,16/03/11,23:50:30,4.74,100,4.7,8.245,0.1564,0.216
ITEX2.0,5,CTL,17/03/11,00:50:31,6.179,100,6.2,7.217,0.155,0.2153
ITEX2.0,5,CTL,17/03/11,01:50:32,5.872,100,5.9,6.737,0.1535,0.2146
ITEX2.0,5,CTL,17/03/11,02:50:33,6.204,99.7,6.2,6.23,0.1528,0.2138
ITEX2.0,5,CTL,17/03/11,03:50:34,4.818,99.3,4.7,6.051,0.1521,0.2138
ITEX2.0,5,CTL,17/03/11,04:50:35,4.766,97,4.3,5.565,0.1514,0.2131
ITEX2.0,5,CTL,17/03/11,05:50:36,4.037,97.6,3.7,4.921,0.1506,0.2124
ITEX2.0,5,CTL,17/03/11,06:50:37,3.116,98.4,2.9,4.48,0.1492,0.2116
ITEX2.0,5,CTL,17/03/11,07:50:38,4.973,98.9,4.8,4.141,0.1485,0.2109
ITEX2.0,5,CTL,17/03/11,08:50:39,9.163,90.6,7.7,5.411,0.1477,0.2102
ITEX2.0,5,CTL,17/03/11,09:50:40,12.219,76.9,8.3,9.41,0.1499,0.2095
ITEX2.0,5,CTL,17/03/11,10:50:41,14.697,63.9,8,11.394,0.1514,0.2087
ITEX2.0,5,CTL,17/03/11,11:50:42,16.915,63.3,9.9,10.907,0.155,0.208
ITEX2.0,5,CTL,17/03/11,12:50:43,18.343,63,11.2,17.867,0.1601,0.208
ITEX2.0,5,CTL,17/03/11,13:50:44,18.652,62.1,11.3,23.617,0.1644,0.2087
ITEX2.0,5,CTL,17/03/11,14:50:45,20.46,58.7,12.1,24.484,0.1673,0.2095
ITEX2.0,5,CTL,17/03/11,15:50:46,17.153,67.8,11.2,25.453,0.1681,0.2102
ITEX2.0,5,CTL,17/03/11,16:50:47,13.449,80.7,10.2,21.915,0.1644,0.2102
ITEX2.0,5,CTL,17/03/11,17:50:48,14.146,78.8,10.5,19.318,0.1637,0.2095
ITEX2.0,5,CTL,17/03/11,18:50:49,10.932,82.4,8.1,16.534,0.1608,0.208
ITEX2.0,5,CTL,17/03/11,19:50:50,8.99,96.1,8.4,13.401,0.1579,0.2066
ITEX2.0,5,CTL,17/03/11,20:50:51,8.593,98.9,8.4,12.171,0.1564,0.2066
ITEX2.0,5,CTL,17/03/11,21:50:52,7.293,99.8,7.3,11.686,0.1543,0.2058
ITEX2.0,5,CTL,17/03/11,22:50:53,6.433,100,6.4,10.761,0.1528,0.2051
ITEX2.0,5,CTL,17/03/11,23:50:54,5.719,100,5.7,10.075,0.1514,0.2037
ITEX2.0,5,CTL,18/03/11,00:50:55,2.903,100,2.9,9.262,0.1492,0.2029
ITEX2.0,5,CTL,18/03/11,01:50:56,-0.76,100,-0.7,6.56,0.147,0.2022
ITEX2.0,5,CTL,18/03/11,02:50:57,-1.071,100,-1,5.231,0.1448,0.2008
ITEX2.0,5,CTL,18/03/11,03:50:58,5.076,100,5.1,4.818,0.1434,0.2008
ITEX2.0,5,CTL,18/03/11,04:50:59,6.788,100,6.8,5.77,0.1426,0.2
ITEX2.0,5,CTL,18/03/11,05:51:00,6.433,100,6.4,6.281,0.1426,0.1993
ITEX2.0,5,CTL,18/03/11,06:51:01,6.509,100,6.5,5.975,0.1419,0.1993
ITEX2.0,5,CTL,18/03/11,07:51:02,6.788,100,6.8,6.179,0.1419,0.1993
ITEX2.0,5,CTL,18/03/11,08:51:03,10.614,99.5,10.6,7.167,0.1419,0.1993
ITEX2.0,5,CTL,18/03/11,09:51:04,13.257,92.7,12.1,11.127,0.1441,0.2015
ITEX2.0,5,CTL,18/03/11,10:51:05,17.011,80.5,13.7,13.473,0.147,0.2037
ITEX2.0,5,CTL,18/03/11,11:51:06,17.534,68.1,11.6,12.823,0.1506,0.2044
ITEX2.0,5,CTL,18/03/11,12:51:07,15.485,69.9,10,18.057,0.1528,0.2044
ITEX2.0,5,CTL,18/03/11,13:51:08,14.864,74,10.3,19.199,0.1535,0.2037
ITEX2.0,5,CTL,18/03/11,14:51:09,13.377,82.6,10.5,16.463,0.1521,0.2037
ITEX2.0,5,CTL,18/03/11,15:51:10,13.69,80.8,10.5,15.891,0.1521,0.2029
ITEX2.0,5,CTL,18/03/11,16:51:11,12.968,80.5,9.7,17.843,0.1528,0.2029
ITEX2.0,5,CTL,18/03/11,17:51:12,11.759,86.8,9.6,14.745,0.1514,0.2022
ITEX2.0,5,CTL,18/03/11,18:51:13,8.965,87,6.9,12.775,0.1492,0.2015
ITEX2.0,5,CTL,18/03/11,19:51:14,5.437,92.1,4.3,10.026,0.1463,0.2008
ITEX2.0,5,CTL,18/03/11,20:51:15,-0.199,94.7,-0.9,7.469,0.1448,0.2
ITEX2.0,5,CTL,18/03/11,21:51:16,4.558,98.8,4.4,6.179,0.1426,0.1993
ITEX2.0,5,CTL,18/03/11,22:51:17,4.74,99.2,4.6,6,0.1412,0.1993
ITEX2.0,5,CTL,18/03/11,23:51:18,0.687,99.8,0.7,5.719,0.1405,0.1986
ITEX2.0,5,CTL,19/03/11,00:51:19,-0.986,99.9,-1,4.636,0.1397,0.1986
ITEX2.0,5,CTL,19/03/11,01:51:20,1.859,100,1.9,4.921,0.139,0.1986
ITEX2.0,5,CTL,19/03/11,02:51:21,5.462,100,5.5,5.77,0.139,0.1986
ITEX2.0,5,CTL,19/03/11,03:51:22,3.459,100,3.5,5.591,0.1383,0.1986
ITEX2.0,5,CTL,19/03/11,04:51:23,3.433,100,3.4,6,0.1383,0.1986
ITEX2.0,5,CTL,19/03/11,05:51:24,5.898,100,5.9,6.408,0.1383,0.1978
ITEX2.0,5,CTL,19/03/11,06:51:25,1.262,100,1.3,5.179,0.1368,0.1978
ITEX2.0,5,CTL,19/03/11,07:51:26,1.453,100,1.5,4.115,0.1361,0.1978
ITEX2.0,5,CTL,19/03/11,08:51:27,12.654,100,12.7,5.796,0.1361,0.1978
ITEX2.0,5,CTL,19/03/11,09:51:28,15.724,83.7,13,11.321,0.139,0.1986
ITEX2.0,5,CTL,19/03/11,10:51:29,13.738,80.8,10.5,13.594,0.1412,0.1986
ITEX2.0,5,CTL,19/03/11,11:51:30,14.074,82.9,11.2,14.266,0.1434,0.1993
ITEX2.0,5,CTL,19/03/11,12:51:31,16.058,82.4,13.1,15.986,0.1456,0.1993
ITEX2.0,5,CTL,19/03/11,13:51:32,20.079,75.3,15.6,21.294,0.1485,0.1993
ITEX2.0,5,CTL,19/03/11,14:51:33,17.249,71.6,12.1,23.569,0.1492,0.1993
ITEX2.0,5,CTL,19/03/11,15:51:34,20.65,60.8,12.8,27.112,0.1521,0.1986
ITEX2.0,5,CTL,19/03/11,16:51:35,20.198,50.1,9.5,26.965,0.1506,0.1986
ITEX2.0,5,CTL,19/03/11,17:51:36,16.844,52.1,7,23.472,0.1477,0.1964
ITEX2.0,5,CTL,19/03/11,18:51:37,12.727,79.9,9.4,17.486,0.1434,0.1957
ITEX2.0,5,CTL,19/03/11,19:51:38,9.238,93.4,8.2,13.425,0.1412,0.1942
ITEX2.0,5,CTL,19/03/11,20:51:39,9.706,98.4,9.5,12.05,0.1397,0.1942
ITEX2.0,5,CTL,19/03/11,21:51:40,8.817,99.4,8.7,11.419,0.1383,0.1942
ITEX2.0,5,CTL,19/03/11,22:51:41,9.558,100,9.6,11.224,0.1376,0.1942
ITEX2.0,5,CTL,19/03/11,23:51:42,9.213,100,9.2,11.394,0.1376,0.1942
ITEX2.0,5,CTL,20/03/11,00:51:43,9.089,100,9.1,11.175,0.1368,0.1942
ITEX2.0,5,CTL,20/03/11,01:51:44,7.97,100,8,10.59,0.1354,0.1942
ITEX2.0,5,CTL,20/03/11,02:51:45,6.535,99.7,6.5,9.04,0.1339,0.1935
ITEX2.0,5,CTL,20/03/11,03:51:46,6.636,99.8,6.6,7.92,0.1332,0.1935
ITEX2.0,5,CTL,20/03/11,04:51:47,5.128,98.8,5,7.318,0.1325,0.1935
ITEX2.0,5,CTL,20/03/11,05:51:48,1.805,98.4,1.6,6.661,0.131,0.1928
ITEX2.0,5,CTL,20/03/11,06:51:49,3.406,100,3.4,5.924,0.1303,0.1928
ITEX2.0,5,CTL,20/03/11,07:51:50,3.88,100,3.9,5.796,0.1296,0.1935
ITEX2.0,5,CTL,20/03/11,08:51:51,12.799,95.5,12.1,7.343,0.1303,0.1928
ITEX2.0,5,CTL,20/03/11,09:51:52,17.415,83.7,14.6,12.389,0.1318,0.1928
ITEX2.0,5,CTL,20/03/11,10:51:53,15.963,77.2,12,15.438,0.1339,0.1928
ITEX2.0,5,CTL,20/03/11,11:51:54,16.892,74.7,12.4,16.249,0.1354,0.192
ITEX2.0,5,CTL,20/03/11,12:51:55,19.436,71.9,14.3,18.794,0.1368,0.192
ITEX2.0,5,CTL,20/03/11,13:51:56,22.178,62.9,14.8,25.695,0.1405,0.192
ITEX2.0,5,CTL,20/03/11,14:51:57,22.776,71.4,17.4,23.737,0.1397,0.1913
ITEX2.0,5,CTL,20/03/11,15:51:58,21.318,64.6,14.4,26.842,0.1383,0.1913
ITEX2.0,5,CTL,20/03/11,16:51:59,16.796,67.5,10.8,26.72,0.1368,0.1899
ITEX2.0,5,CTL,20/03/11,17:52:00,13.81,81.3,10.7,20.555,0.1332,0.1884
ITEX2.0,5,CTL,20/03/11,18:52:01,12.025,91.2,10.6,16.415,0.1303,0.1913
ITEX2.0,5,CTL,20/03/11,19:52:02,11.053,96.1,10.5,14.074,0.1259,0.1906
ITEX2.0,5,CTL,20/03/11,20:52:03,10.32,98.9,10.2,12.678,0.1252,0.1906
ITEX2.0,5,CTL,20/03/11,21:52:04,10.247,100,10.3,12.437,0.1245,0.1899
ITEX2.0,5,CTL,20/03/11,22:52:05,8.693,100,8.7,10.712,0.1238,0.1899
ITEX2.0,5,CTL,20/03/11,23:52:06,6.965,99.9,7,9.41,0.1223,0.1891
ITEX2.0,5,CTL,21/03/11,00:52:07,7.393,100,7.4,8.817,0.1216,0.1891
ITEX2.0,5,CTL,21/03/11,01:52:08,8.145,98.8,8,8.618,0.1209,0.1891
ITEX2.0,5,CTL,21/03/11,02:52:09,7.091,95.8,6.5,8.295,0.1209,0.1884
ITEX2.0,5,CTL,21/03/11,03:52:10,8.295,93.1,7.3,8.22,0.1201,0.1884
ITEX2.0,5,CTL,21/03/11,04:52:11,7.142,92.9,6.1,8.22,0.1201,0.1884
ITEX2.0,5,CTL,21/03/11,05:52:12,9.485,94.7,8.7,8.319,0.1201,0.1877
ITEX2.0,5,CTL,21/03/11,06:52:13,10.124,92.7,9,8.941,0.1194,0.1877
ITEX2.0,5,CTL,21/03/11,07:52:14,10.565,93.2,9.5,9.41,0.1194,0.1877
ITEX2.0,5,CTL,21/03/11,08:52:15,12.364,93.2,11.3,10.956,0.1201,0.1884
ITEX2.0,5,CTL,21/03/11,09:52:16,16.63,87,14.5,13.69,0.1209,0.1884
ITEX2.0,5,CTL,21/03/11,10:52:17,13.016,88.6,11.2,14.074,0.1216,0.1884
ITEX2.0,5,CTL,21/03/11,11:52:18,14.984,90.1,13.4,14.266,0.1223,0.1884
ITEX2.0,5,CTL,21/03/11,12:52:19,13.834,86.4,11.6,16.106,0.1245,0.1891
ITEX2.0,5,CTL,21/03/11,13:52:20,15.127,88.6,13.3,16.606,0.1259,0.1899
ITEX2.0,5,CTL,21/03/11,14:52:21,14.792,92.1,13.5,17.058,0.1252,0.1891
ITEX2.0,5,CTL,21/03/11,15:52:22,13.281,97.3,12.9,17.249,0.1223,0.1971
ITEX2.0,5,CTL,21/03/11,16:52:23,14.337,98.9,14.2,17.272,0.1259,0.1964
ITEX2.0,5,CTL,21/03/11,17:52:24,12.461,98.3,12.2,17.13,0.1274,0.1971
ITEX2.0,5,CTL,21/03/11,18:52:25,12.195,99.9,12.2,15.008,0.1426,0.1971
ITEX2.0,5,CTL,21/03/11,19:52:26,11.589,100,11.6,13.594,0.1434,0.1964
ITEX2.0,5,CTL,21/03/11,20:52:27,11.516,100,11.5,12.799,0.1441,0.1964
ITEX2.0,5,CTL,21/03/11,21:52:28,11.151,100,11.2,12.461,0.1477,0.1971
ITEX2.0,5,CTL,21/03/11,22:52:29,11.053,100,11.1,12.122,0.1906,0.2683
ITEX2.0,5,CTL,21/03/11,23:52:30,10.858,100,10.9,11.904,0.1811,0.253
ITEX2.0,5,CTL,22/03/11,00:52:31,10.858,100,10.9,11.759,0.1753,0.2429
ITEX2.0,5,CTL,22/03/11,01:52:32,10.761,100,10.8,11.662,0.1732,0.2385
ITEX2.0,5,CTL,22/03/11,02:52:33,10.712,100,10.7,11.565,0.1739,0.2363
ITEX2.0,5,CTL,22/03/11,03:52:34,10.663,100,10.7,11.394,0.1724,0.2349
ITEX2.0,5,CTL,22/03/11,04:52:35,10.736,100,10.7,11.37,0.1732,0.2334
ITEX2.0,5,CTL,22/03/11,05:52:36,10.565,100,10.6,11.224,0.1732,0.2327
ITEX2.0,5,CTL,22/03/11,06:52:37,10.198,100,10.2,10.907,0.1724,0.2313
ITEX2.0,5,CTL,22/03/11,07:52:38,10.124,100,10.1,10.492,0.171,0.2298
ITEX2.0,5,CTL,22/03/11,08:52:39,13.738,100,13.8,11.467,0.171,0.2291
ITEX2.0,5,CTL,22/03/11,09:52:40,13.546,98.9,13.4,14.649,0.1732,0.2284
ITEX2.0,5,CTL,22/03/11,10:52:41,13.978,96.2,13.4,16.32,0.1732,0.2276
ITEX2.0,5,CTL,22/03/11,11:52:42,14.649,94.2,13.7,17.034,0.1717,0.2269
ITEX2.0,5,CTL,22/03/11,12:52:43,13.882,91.5,12.5,17.748,0.171,0.2254
ITEX2.0,5,CTL,22/03/11,13:52:44,15.438,92.5,14.2,16.939,0.171,0.2247
ITEX2.0,5,CTL,22/03/11,14:52:45,15.867,87,13.7,19.746,0.1717,0.224
ITEX2.0,5,CTL,22/03/11,15:52:46,18.604,86.9,16.4,19.056,0.171,0.2225
ITEX2.0,5,CTL,22/03/11,16:52:47,14.984,86.1,12.7,19.413,0.1695,0.2211
ITEX2.0,5,CTL,22/03/11,17:52:48,12.823,90.9,11.4,16.201,0.1673,0.2204
ITEX2.0,5,CTL,22/03/11,18:52:49,12.147,96.7,11.7,13.762,0.1652,0.2189
ITEX2.0,5,CTL,22/03/11,19:52:50,11.419,98.9,11.3,12.847,0.2262,0.3337
ITEX2.0,5,CTL,22/03/11,20:52:51,11.151,100,11.2,12.147,0.1964,0.2567
ITEX2.0,5,CTL,22/03/11,21:52:52,11.078,100,11.1,11.904,0.2066,0.2618
ITEX2.0,5,CTL,22/03/11,22:52:53,11.053,100,11.1,11.904,0.2066,0.2581
ITEX2.0,5,CTL,22/03/11,23:52:54,10.614,100,10.6,11.662,0.1986,0.2523
ITEX2.0,5,CTL,23/03/11,00:52:55,10.296,100,10.3,11.273,0.1906,0.2458
ITEX2.0,5,CTL,23/03/11,01:52:56,10.173,100,10.2,10.956,0.187,0.2407
ITEX2.0,5,CTL,23/03/11,02:52:57,10.198,100,10.2,10.98,0.184,0.2378
ITEX2.0,5,CTL,23/03/11,03:52:58,9.583,100,9.6,10.932,0.1819,0.2356
ITEX2.0,5,CTL,23/03/11,04:52:59,9.731,100,9.7,10.663,0.1797,0.2334
ITEX2.0,5,CTL,23/03/11,05:53:00,9.386,100,9.4,10.565,0.1782,0.232
ITEX2.0,5,CTL,23/03/11,06:53:01,8.841,100,8.9,10.32,0.1768,0.2305
ITEX2.0,5,CTL,23/03/11,07:53:02,8.767,100,8.8,10.271,0.1782,0.2305
ITEX2.0,5,CTL,23/03/11,08:53:03,9.139,100,9.1,10.614,0.1848,0.2313
ITEX2.0,5,CTL,23/03/11,09:53:04,9.435,100,9.4,11.71,0.1855,0.2327
ITEX2.0,5,CTL,23/03/11,10:53:05,9.262,100,9.3,12.437,0.1899,0.2342
ITEX2.0,5,CTL,23/03/11,11:53:06,11.102,100,11.1,14.314,0.1877,0.2349
ITEX2.0,5,CTL,23/03/11,12:53:07,11.078,100,11.1,16.177,0.1862,0.2342
ITEX2.0,5,CTL,23/03/11,13:53:08,10.394,100,10.4,18.438,0.1826,0.2334
ITEX2.0,5,CTL,23/03/11,14:53:09,9.509,100,9.5,17.082,0.1804,0.232
ITEX2.0,5,CTL,23/03/11,15:53:10,7.469,100,7.5,13.762,0.1862,0.232
ITEX2.0,5,CTL,23/03/11,16:53:11,7.318,100,7.3,12.654,0.1891,0.2342
ITEX2.0,5,CTL,23/03/11,17:53:12,5.616,100,5.6,10.956,0.1848,0.2327
ITEX2.0,5,CTL,23/03/11,18:53:13,5.102,100,5.1,9.089,0.1819,0.2313
ITEX2.0,5,CTL,23/03/11,19:53:14,3.722,100,3.7,7.066,0.1775,0.2298
ITEX2.0,5,CTL,23/03/11,20:53:15,3.643,100,3.6,5.668,0.1753,0.2284
ITEX2.0,5,CTL,23/03/11,21:53:16,4.402,100,4.4,6.153,0.1753,0.2269
ITEX2.0,5,CTL,23/03/11,22:53:17,4.298,100,4.3,6.382,0.1739,0.2262
ITEX2.0,5,CTL,23/03/11,23:53:18,4.818,100,4.8,6.408,0.1775,0.2262
ITEX2.0,5,CTL,24/03/11,00:53:19,4.766,100,4.8,6.509,0.2102,0.2414
ITEX2.0,5,CTL,24/03/11,01:53:20,4.844,100,4.8,6.382,0.2146,0.2596
ITEX2.0,5,CTL,24/03/11,02:53:21,4.869,100,4.9,6.331,0.2182,0.2625
ITEX2.0,5,CTL,24/03/11,03:53:22,5.102,100,5.1,6.484,0.2211,0.2654
ITEX2.0,5,CTL,24/03/11,04:53:23,5.231,100,5.2,6.535,0.2313,0.2763
ITEX2.0,5,CTL,24/03/11,05:53:24,5.282,100,5.3,6.56,0.2276,0.2763
ITEX2.0,5,CTL,24/03/11,06:53:25,5.308,100,5.3,6.56,0.2313,0.277
