"Date","Time, GMT+11:00","Temp, ¡C (SEN S/N: 9818222, LBL: Ambient)","RH, % (SEN S/N: 9818222)","DewPt, ¡C (SEN S/N: 9818222)","Temp, ¡C (SEN S/N: 9824748, LBL: 3cmBG)","Water Content, m?/m? (SEN S/N: 9833766, LBL: 10cmBG)"
29-03-2012,03:21:45,-3.866,99.800,-3.9,2.664,0.2763
29-03-2012,04:21:46,-4.530,99.200,-4.6,2.370,0.2748
29-03-2012,05:21:47,-4.439,99.200,-4.6,2.182,0.2741
29-03-2012,06:21:48,-3.747,99.500,-3.8,2.021,0.2734
29-03-2012,07:21:49,-3.508,100.000,-3.5,1.913,0.2727
29-03-2012,08:21:50,-1.900,100.000,-1.9,1.832,0.2727
29-03-2012,09:21:51,8.145,100.000,8.2,1.778,0.2727
29-03-2012,10:21:52,15.031,82.500,12.1,2.584,0.2727
29-03-2012,11:21:53,14.170,68.200,8.4,7.594,0.2727
29-03-2012,12:21:54,19.936,65.800,13.4,11.419,0.2727
29-03-2012,13:21:55,13.185,66.300,7.1,12.896,0.2734
29-03-2012,14:21:56,19.008,69.400,13.3,13.449,0.2734
29-03-2012,15:21:57,10.026,76.700,6.1,15.915,0.2734
29-03-2012,16:21:58,16.320,92.400,15.1,12.437,0.2886
29-03-2012,17:21:59,15.008,72.600,10.1,14.721,0.2901
29-03-2012,18:22:00,12.871,75.400,8.6,13.329,0.2879
29-03-2012,19:22:01,6.128,86.200,4.0,11.589,0.2865
29-03-2012,20:22:02,5.308,96.100,4.7,9.706,0.2843
29-03-2012,21:22:03,6.788,99.300,6.7,9.040,0.2836
29-03-2012,22:22:04,6.458,100.000,6.5,8.841,0.2828
29-03-2012,23:22:05,6.255,99.700,6.2,8.593,0.2814
30-03-2012,00:22:06,4.480,98.800,4.3,8.270,0.2806
30-03-2012,01:22:07,0.660,96.800,0.2,7.142,0.2799
30-03-2012,02:22:08,0.467,99.100,0.3,5.949,0.2792
30-03-2012,03:22:09,-0.704,99.900,-0.7,5.179,0.2785
30-03-2012,04:22:10,-0.227,100.000,-0.2,4.584,0.2777
30-03-2012,05:22:11,-0.171,100.000,-0.2,4.115,0.2770
30-03-2012,06:22:12,-0.760,100.000,-0.8,3.801,0.2763
30-03-2012,07:22:13,-0.845,100.000,-0.9,3.433,0.2756
30-03-2012,08:22:14,-0.032,100.000,-0.0,3.248,0.2748
30-03-2012,09:22:15,10.026,100.000,10.0,3.827,0.2748
30-03-2012,10:22:16,12.413,92.100,11.2,6.051,0.2741
30-03-2012,11:22:17,11.686,79.700,8.3,9.731,0.2748
30-03-2012,12:22:18,12.219,76.800,8.3,11.856,0.2748
30-03-2012,13:22:19,16.749,73.600,12.0,14.721,0.2748
30-03-2012,14:22:20,17.938,70.100,12.4,17.534,0.2748
30-03-2012,15:22:21,18.295,69.000,12.5,18.747,0.2741
30-03-2012,16:22:22,16.201,68.400,10.4,18.604,0.2741
30-03-2012,17:22:23,15.676,69.000,10.0,16.534,0.2734
30-03-2012,18:22:24,10.418,78.200,6.8,14.050,0.2734
30-03-2012,19:22:25,7.167,91.000,5.8,11.346,0.2727
30-03-2012,20:22:26,6.661,98.700,6.5,9.632,0.2719
30-03-2012,21:22:27,5.539,99.500,5.5,8.519,0.2712
30-03-2012,22:22:28,6.077,100.000,6.1,7.795,0.2705
30-03-2012,23:22:29,6.026,99.900,6.0,7.419,0.2698
31-03-2012,00:22:30,6.306,99.900,6.3,7.142,0.2698
31-03-2012,01:22:31,7.619,96.200,7.1,7.015,0.2698
31-03-2012,02:22:32,7.845,92.700,6.7,7.192,0.2690
31-03-2012,03:22:33,7.770,89.900,6.2,7.066,0.2690
31-03-2012,04:22:34,7.670,89.300,6.0,6.813,0.2690
31-03-2012,05:22:35,7.670,90.200,6.2,6.687,0.2698
31-03-2012,06:22:36,7.594,89.900,6.1,6.585,0.2698
31-03-2012,07:22:37,7.795,90.000,6.3,6.484,0.2690
31-03-2012,08:22:38,9.015,87.300,7.0,6.636,0.2690
31-03-2012,09:22:39,9.139,83.400,6.5,7.091,0.2698
31-03-2012,10:22:40,11.807,78.500,8.2,8.070,0.2705
31-03-2012,11:22:41,12.025,80.800,8.8,10.100,0.2705
31-03-2012,12:22:42,14.697,78.800,11.1,11.540,0.2705
31-03-2012,13:22:43,14.960,76.200,10.8,13.666,0.2698
31-03-2012,14:22:44,18.081,64.000,11.2,15.605,0.2698
31-03-2012,15:22:45,17.510,60.900,9.9,17.486,0.2698
31-03-2012,16:22:46,16.939,61.400,9.5,17.272,0.2683
31-03-2012,17:22:47,14.481,65.700,8.2,15.700,0.2683
31-03-2012,18:22:48,11.953,74.800,7.6,13.401,0.2676
31-03-2012,19:22:49,10.149,83.000,7.4,11.492,0.2676
31-03-2012,20:22:50,9.262,94.500,8.4,10.369,0.2683
31-03-2012,21:22:51,9.460,95.300,8.8,9.977,0.2676
31-03-2012,22:22:52,9.262,94.900,8.5,9.485,0.2668
31-03-2012,23:22:53,9.731,94.300,8.9,9.139,0.2661
01-04-2012,00:22:54,9.879,91.100,8.5,9.040,0.2661
01-04-2012,01:22:55,9.731,89.700,8.1,8.792,0.2661
01-04-2012,02:22:56,8.990,90.300,7.5,8.494,0.2654
01-04-2012,03:22:57,8.916,91.300,7.6,8.245,0.2661
01-04-2012,04:22:58,8.990,91.500,7.7,8.095,0.2654
01-04-2012,05:22:59,8.295,92.100,7.1,7.970,0.2647
01-04-2012,06:23:00,7.720,94.900,7.0,7.820,0.2654
01-04-2012,07:23:01,8.742,92.500,7.6,7.645,0.2654
01-04-2012,08:23:02,9.608,93.700,8.7,7.720,0.2647
01-04-2012,09:23:03,12.171,80.100,8.9,7.970,0.2647
01-04-2012,10:23:04,14.553,73.900,10.0,8.841,0.2639
01-04-2012,11:23:05,16.129,66.600,9.9,11.151,0.2632
01-04-2012,12:23:06,16.558,68.100,10.7,14.768,0.2632
01-04-2012,13:23:07,16.249,69.900,10.8,17.653,0.2632
01-04-2012,14:23:08,16.630,67.500,10.6,18.961,0.2632
01-04-2012,15:23:09,14.314,69.500,8.8,19.294,0.2632
01-04-2012,16:23:10,11.734,76.700,7.8,17.082,0.2632
01-04-2012,17:23:11,13.690,73.300,9.0,15.342,0.2632
01-04-2012,18:23:12,10.834,77.300,7.0,13.714,0.2625
01-04-2012,19:23:13,6.458,87.800,4.6,11.710,0.2618
01-04-2012,20:23:14,6.889,95.200,6.2,10.369,0.2618
01-04-2012,21:23:15,2.477,96.300,1.9,9.386,0.2610
01-04-2012,22:23:16,6.940,99.800,6.9,8.494,0.2610
01-04-2012,23:23:17,7.670,98.600,7.5,8.767,0.2603
02-04-2012,00:23:18,6.458,98.600,6.3,8.643,0.2610
02-04-2012,01:23:19,7.519,99.700,7.5,8.270,0.2603
02-04-2012,02:23:20,7.469,100.000,7.5,8.295,0.2603
02-04-2012,03:23:21,7.293,100.000,7.3,8.295,0.2603
02-04-2012,04:23:22,7.268,100.000,7.3,8.120,0.2603
02-04-2012,05:23:23,6.940,100.000,6.9,8.095,0.2603
02-04-2012,06:23:24,6.636,100.000,6.6,7.895,0.2596
02-04-2012,07:23:25,5.975,100.000,6.0,7.544,0.2603
02-04-2012,08:23:26,6.331,100.000,6.3,7.066,0.2596
02-04-2012,09:23:27,9.114,98.600,8.9,7.041,0.2596
02-04-2012,10:23:28,12.147,91.000,10.7,7.920,0.2596
02-04-2012,11:23:29,13.594,83.000,10.8,10.247,0.2596
02-04-2012,12:23:30,15.390,78.000,11.6,14.122,0.2596
02-04-2012,13:23:31,17.201,72.000,12.1,17.867,0.2596
02-04-2012,14:23:32,17.653,69.400,12.0,20.507,0.2596
02-04-2012,15:23:33,15.891,67.100,9.8,21.127,0.2596
02-04-2012,16:23:34,16.415,66.500,10.2,20.317,0.2596
02-04-2012,17:23:35,13.522,74.400,9.1,17.938,0.2596
02-04-2012,18:23:36,9.114,87.300,7.1,15.247,0.2596
02-04-2012,19:23:37,7.970,96.600,7.5,12.847,0.2589
02-04-2012,20:23:38,7.695,99.800,7.7,11.419,0.2589
02-04-2012,21:23:39,7.594,100.000,7.6,10.418,0.2581
02-04-2012,22:23:40,7.469,95.300,6.8,9.829,0.2581
02-04-2012,23:23:41,7.845,87.500,5.9,9.336,0.2574
03-04-2012,00:23:42,7.293,78.900,3.9,8.990,0.2574
03-04-2012,01:23:43,8.444,65.600,2.4,8.668,0.2574
03-04-2012,02:23:44,7.519,75.100,3.4,8.618,0.2574
03-04-2012,03:23:45,8.965,91.700,7.7,8.767,0.2574
03-04-2012,04:23:46,9.632,92.200,8.4,8.891,0.2574
03-04-2012,05:23:47,10.810,90.900,9.4,9.015,0.2574
03-04-2012,06:23:48,10.590,88.700,8.8,9.139,0.2574
03-04-2012,07:23:49,10.932,87.700,9.0,9.089,0.2567
03-04-2012,08:23:50,12.171,86.200,9.9,9.238,0.2567
03-04-2012,09:23:51,12.751,86.700,10.6,10.001,0.2574
03-04-2012,10:23:52,14.242,84.500,11.7,10.663,0.2574
03-04-2012,11:23:53,16.296,77.000,12.3,12.413,0.2567
03-04-2012,12:23:54,16.939,74.600,12.4,15.342,0.2567
03-04-2012,13:23:55,17.391,74.400,12.8,17.653,0.2567
03-04-2012,14:23:56,17.534,73.300,12.7,19.532,0.2567
03-04-2012,15:23:57,19.103,71.500,13.8,20.388,0.2567
03-04-2012,16:23:58,15.031,76.000,10.9,19.579,0.2574
03-04-2012,17:23:59,13.353,84.000,10.7,16.725,0.2567
03-04-2012,18:24:00,12.195,87.000,10.1,15.127,0.2567
03-04-2012,19:24:01,9.386,95.200,8.7,13.570,0.2567
03-04-2012,20:24:02,4.063,96.600,3.6,11.710,0.2560
03-04-2012,21:24:03,7.645,99.900,7.6,10.785,0.2560
03-04-2012,22:24:04,6.306,100.000,6.3,10.320,0.2552
03-04-2012,23:24:05,4.766,100.000,4.8,9.509,0.2552
04-04-2012,00:24:06,3.142,100.000,3.1,8.965,0.2545
04-04-2012,01:24:07,5.668,100.000,5.7,8.469,0.2545
04-04-2012,02:24:08,8.618,100.000,8.6,8.866,0.2545
04-04-2012,03:24:09,3.827,100.000,3.8,8.643,0.2545
04-04-2012,04:24:10,1.913,100.000,1.9,7.569,0.2538
04-04-2012,05:24:11,2.182,100.000,2.2,6.940,0.2538
04-04-2012,06:24:12,3.327,100.000,3.3,6.585,0.2538
04-04-2012,07:24:13,4.402,100.000,4.4,6.331,0.2538
04-04-2012,08:24:14,3.089,100.000,3.1,6.128,0.2530
04-04-2012,09:24:15,12.727,100.000,12.7,6.560,0.2538
04-04-2012,10:24:16,17.391,84.300,14.7,8.444,0.2538
04-04-2012,11:24:17,19.222,65.400,12.6,11.516,0.2538
04-04-2012,12:24:18,20.484,57.700,11.9,15.939,0.2545
04-04-2012,13:24:19,20.793,57.200,12.0,19.436,0.2538
04-04-2012,14:24:20,21.819,61.000,14.0,21.939,0.2545
04-04-2012,15:24:21,22.274,58.600,13.8,23.256,0.2552
04-04-2012,16:24:22,21.676,59.900,13.6,22.920,0.2552
04-04-2012,17:24:23,19.841,63.300,12.7,20.674,0.2552
04-04-2012,18:24:24,15.079,70.400,9.7,17.915,0.2552
04-04-2012,19:24:25,9.534,88.900,7.8,15.247,0.2545
04-04-2012,20:24:26,5.514,95.700,4.9,12.992,0.2545
04-04-2012,21:24:27,3.512,99.200,3.4,11.370,0.2538
04-04-2012,22:24:28,1.588,98.900,1.4,10.100,0.2523
04-04-2012,23:24:29,0.797,99.500,0.7,9.064,0.2523
05-04-2012,00:24:30,1.697,100.000,1.7,8.319,0.2516
05-04-2012,01:24:31,3.274,100.000,3.3,7.745,0.2516
05-04-2012,02:24:32,0.301,100.000,0.3,7.242,0.2516
05-04-2012,03:24:33,-0.507,100.000,-0.5,6.611,0.2509
05-04-2012,04:24:34,-0.088,100.000,-0.1,6.102,0.2509
05-04-2012,05:24:35,-0.845,100.000,-0.9,5.719,0.2509
05-04-2012,06:24:36,-1.299,100.000,-1.3,5.308,0.2501
05-04-2012,07:24:37,-1.613,100.000,-1.6,4.947,0.2501
05-04-2012,08:24:38,-0.451,100.000,-0.5,4.740,0.2501
05-04-2012,09:24:39,11.904,100.000,11.9,4.999,0.2509
05-04-2012,10:24:40,19.199,74.600,14.6,6.914,0.2509
05-04-2012,11:24:41,21.079,61.300,13.4,10.907,0.2509
05-04-2012,12:24:42,21.819,64.000,14.7,16.082,0.2516
05-04-2012,13:24:43,22.824,62.100,15.2,20.103,0.2516
05-04-2012,14:24:44,23.064,57.000,14.1,22.657,0.2530
05-04-2012,15:24:45,22.920,56.700,13.9,23.545,0.2538
05-04-2012,16:24:46,21.604,60.000,13.5,22.776,0.2538
05-04-2012,17:24:47,21.008,65.300,14.3,20.770,0.2538
05-04-2012,18:24:48,16.320,73.700,11.6,18.247,0.2538
05-04-2012,19:24:49,6.408,83.300,3.8,15.223,0.2538
05-04-2012,20:24:50,6.077,97.200,5.7,12.678,0.2523
05-04-2012,21:24:51,9.213,99.600,9.2,11.540,0.2523
05-04-2012,22:24:52,10.394,99.400,10.3,11.175,0.2516
05-04-2012,23:24:53,9.460,99.600,9.4,10.883,0.2516
06-04-2012,00:24:54,10.198,99.100,10.1,10.614,0.2509
06-04-2012,01:24:55,10.075,99.000,9.9,10.369,0.2509
06-04-2012,02:24:56,10.638,100.000,10.7,10.222,0.2509
06-04-2012,03:24:57,10.687,100.000,10.7,10.222,0.2509
06-04-2012,04:24:58,10.785,100.000,10.8,10.149,0.2509
06-04-2012,05:24:59,11.346,100.000,11.4,10.541,0.2509
06-04-2012,06:25:00,11.565,100.000,11.6,10.858,0.2509
06-04-2012,07:25:01,11.540,100.000,11.6,11.078,0.2509
06-04-2012,08:25:02,11.856,100.000,11.9,11.248,0.2509
06-04-2012,09:25:03,12.775,100.000,12.8,11.686,0.2509
06-04-2012,10:25:04,13.088,99.900,13.1,12.292,0.2516
06-04-2012,11:25:05,13.473,99.800,13.5,13.016,0.2516
06-04-2012,12:25:06,15.079,92.900,14.0,14.290,0.2523
06-04-2012,13:25:07,17.106,86.100,14.8,15.963,0.2523
06-04-2012,14:25:08,14.337,89.300,12.6,16.415,0.2523
06-04-2012,15:25:09,14.673,92.300,13.5,15.294,0.2523
06-04-2012,16:25:10,14.026,91.400,12.7,15.270,0.2523
06-04-2012,17:25:11,13.473,93.000,12.4,14.721,0.2523
06-04-2012,18:25:12,12.920,95.800,12.3,13.906,0.2523
06-04-2012,19:25:13,12.678,97.400,12.3,13.209,0.2523
06-04-2012,20:25:14,12.823,97.800,12.5,12.775,0.2523
06-04-2012,21:25:15,12.775,98.800,12.6,12.630,0.2523
06-04-2012,22:25:16,12.630,100.000,12.6,12.582,0.2523
06-04-2012,23:25:17,11.977,98.900,11.8,12.437,0.2523
07-04-2012,00:25:18,10.736,99.400,10.7,11.953,0.2523
07-04-2012,01:25:19,7.544,91.400,6.2,11.078,0.2523
07-04-2012,02:25:20,5.796,89.800,4.3,9.534,0.2523
07-04-2012,03:25:21,4.298,92.300,3.2,8.444,0.2516
07-04-2012,04:25:22,2.930,85.900,0.8,7.393,0.2509
07-04-2012,05:25:23,1.913,75.000,-2.0,6.382,0.2501
07-04-2012,06:25:24,-0.423,78.300,-3.7,5.514,0.2494
07-04-2012,07:25:25,-3.242,80.200,-6.2,4.662,0.2494
07-04-2012,08:25:26,-4.590,93.200,-5.5,3.932,0.2494
07-04-2012,09:25:27,5.179,83.200,2.6,3.775,0.2494
07-04-2012,10:25:28,12.992,54.400,4.0,4.740,0.2494
07-04-2012,11:25:29,14.577,45.600,3.0,8.369,0.2494
07-04-2012,12:25:30,19.294,45.600,7.3,13.738,0.2501
07-04-2012,13:25:31,21.127,44.000,8.4,18.390,0.2501
07-04-2012,14:25:32,22.729,44.300,10.0,21.342,0.2509
07-04-2012,15:25:33,17.582,50.700,7.3,22.298,0.2509
07-04-2012,16:25:34,14.481,59.600,6.7,21.413,0.2516
07-04-2012,17:25:35,12.437,67.300,6.6,18.319,0.2523
07-04-2012,18:25:36,10.443,71.200,5.5,15.079,0.2516
07-04-2012,19:25:37,1.670,87.000,-0.3,12.268,0.2516
07-04-2012,20:25:38,-2.830,92.900,-3.8,9.731,0.2509
07-04-2012,21:25:39,-4.076,96.200,-4.6,7.870,0.2501
07-04-2012,22:25:40,-4.834,98.300,-5.1,6.585,0.2494
07-04-2012,23:25:41,-6.579,95.800,-7.2,5.514,0.2487
08-04-2012,00:25:42,-6.738,95.800,-7.3,4.506,0.2487
08-04-2012,01:25:43,-2.102,93.600,-3.0,4.037,0.2480
08-04-2012,02:25:44,0.495,74.000,-3.6,4.011,0.2472
08-04-2012,03:25:45,0.273,66.200,-5.3,3.827,0.2472
08-04-2012,04:25:46,2.021,78.300,-1.4,3.880,0.2472
08-04-2012,05:25:47,2.262,95.700,1.6,4.350,0.2472
08-04-2012,06:25:48,1.940,98.300,1.7,4.480,0.2472
08-04-2012,07:25:49,1.480,99.100,1.4,4.402,0.2472
08-04-2012,08:25:50,1.913,99.500,1.8,4.272,0.2472
08-04-2012,09:25:51,2.823,96.600,2.3,4.532,0.2472
08-04-2012,10:25:52,7.720,87.400,5.8,5.024,0.2472
08-04-2012,11:25:53,8.319,77.200,4.6,7.368,0.2480
08-04-2012,12:25:54,10.247,70.300,5.1,10.638,0.2487
08-04-2012,13:25:55,10.785,70.500,5.6,12.920,0.2487
08-04-2012,14:25:56,10.051,70.800,5.0,15.175,0.2494
08-04-2012,15:25:57,10.369,73.700,5.9,14.864,0.2501
08-04-2012,16:25:58,6.813,78.600,3.4,13.642,0.2501
08-04-2012,17:25:59,5.591,85.300,3.3,11.637,0.2501
08-04-2012,18:26:00,3.142,89.600,1.6,9.829,0.2501
08-04-2012,19:26:01,2.396,92.100,1.2,8.220,0.2501
08-04-2012,20:26:02,1.670,92.200,0.5,7.469,0.2494
08-04-2012,21:26:03,-0.339,91.900,-1.5,6.484,0.2494
08-04-2012,22:26:04,-1.213,94.500,-2.0,5.205,0.2494
08-04-2012,23:26:05,1.208,94.700,0.5,5.179,0.2487
09-04-2012,00:26:06,1.724,96.900,1.3,5.205,0.2487
09-04-2012,01:26:07,2.236,95.700,1.6,5.257,0.2480
09-04-2012,02:26:08,1.994,97.600,1.7,5.360,0.2480
09-04-2012,03:26:09,1.940,96.800,1.5,5.308,0.2480
09-04-2012,04:26:10,2.101,95.200,1.4,5.205,0.2480
09-04-2012,05:26:11,1.913,95.400,1.3,5.154,0.2480
09-04-2012,06:26:12,1.778,96.700,1.3,5.076,0.2480
09-04-2012,07:26:13,1.697,98.800,1.5,4.947,0.2472
09-04-2012,08:26:14,1.832,99.900,1.8,4.844,0.2472
09-04-2012,09:26:15,1.832,99.800,1.8,5.076,0.2472
09-04-2012,10:26:16,3.538,98.700,3.4,5.693,0.2472
09-04-2012,11:26:17,4.402,94.800,3.6,6.509,0.2480
09-04-2012,12:26:18,7.720,85.200,5.4,8.643,0.2480
09-04-2012,13:26:19,4.973,76.900,1.3,10.736,0.2480
09-04-2012,14:26:20,2.450,87.400,0.6,9.977,0.2487
09-04-2012,15:26:21,3.985,96.700,3.5,8.444,0.2480
09-04-2012,16:26:22,1.099,98.200,0.8,7.393,0.2472
09-04-2012,17:26:23,2.584,94.200,1.7,6.509,0.2458
09-04-2012,18:26:24,-0.395,93.800,-1.3,6.026,0.2458
09-04-2012,19:26:25,-2.742,97.800,-3.1,4.063,0.2443
09-04-2012,20:26:26,-3.094,98.600,-3.3,3.063,0.2443
09-04-2012,21:26:27,-3.807,98.700,-4.0,2.717,0.2443
09-04-2012,22:26:28,-3.360,98.300,-3.6,2.370,0.2443
09-04-2012,23:26:29,-3.124,98.700,-3.3,2.182,0.2443
10-04-2012,00:26:30,-2.800,99.000,-2.9,2.074,0.2443
10-04-2012,01:26:31,-2.859,99.300,-3.0,1.994,0.2443
10-04-2012,02:26:32,-3.006,99.400,-3.1,1.913,0.2443
10-04-2012,03:26:33,-3.360,99.100,-3.5,1.859,0.2443
10-04-2012,04:26:34,-3.183,99.400,-3.3,1.805,0.2443
10-04-2012,05:26:35,-3.183,99.100,-3.3,1.751,0.2443
10-04-2012,06:26:36,-3.390,99.000,-3.5,1.670,0.2443
10-04-2012,07:26:37,-3.598,99.000,-3.7,1.615,0.2443
10-04-2012,08:26:38,-2.830,98.800,-3.0,1.534,0.2443
10-04-2012,09:26:39,-1.871,98.200,-2.1,1.507,0.2443
10-04-2012,10:26:40,0.218,96.100,-0.3,1.561,0.2443
10-04-2012,11:26:41,2.182,92.800,1.1,2.823,0.2429
10-04-2012,12:26:42,3.459,90.600,2.1,5.975,0.2429
10-04-2012,13:26:43,8.145,87.100,6.1,8.344,0.2436
10-04-2012,14:26:44,11.832,76.800,7.9,11.613,0.2436
10-04-2012,15:26:45,10.320,71.700,5.4,13.161,0.2443
10-04-2012,16:26:46,6.408,69.500,1.2,13.161,0.2443
10-04-2012,17:26:47,3.906,70.200,-1.0,11.005,0.2451
10-04-2012,18:26:48,0.412,82.000,-2.3,8.095,0.2451
10-04-2012,19:26:49,-1.900,95.000,-2.6,5.334,0.2443
10-04-2012,20:26:50,-1.413,97.800,-1.7,3.775,0.2436
10-04-2012,21:26:51,-0.789,98.300,-1.0,3.301,0.2436
10-04-2012,22:26:52,-0.760,99.300,-0.9,3.168,0.2436
10-04-2012,23:26:53,-0.789,99.900,-0.8,3.142,0.2429
11-04-2012,00:26:54,-1.413,99.800,-1.4,2.983,0.2429
11-04-2012,01:26:55,-1.100,99.800,-1.1,2.610,0.2429
11-04-2012,02:26:56,-1.128,100.000,-1.1,2.637,0.2429
11-04-2012,03:26:57,-1.299,100.000,-1.3,2.610,0.2429
11-04-2012,04:26:58,-1.986,100.000,-2.0,2.396,0.2429
11-04-2012,05:26:59,-5.823,99.400,-5.9,1.940,0.2436
11-04-2012,06:27:00,-4.439,99.100,-4.6,1.615,0.2436
11-04-2012,07:27:01,-5.110,95.500,-5.7,1.344,0.2443
11-04-2012,08:27:02,-3.390,87.500,-5.2,1.071,0.2443
11-04-2012,09:27:03,4.063,64.600,-2.0,0.880,0.2429
11-04-2012,10:27:04,10.810,50.100,0.8,0.880,0.2429
11-04-2012,11:27:05,13.401,50.300,3.3,2.877,0.2429
11-04-2012,12:27:06,16.773,51.600,6.8,9.756,0.2436
11-04-2012,13:27:07,18.533,51.700,8.4,14.864,0.2443
11-04-2012,14:27:08,20.150,47.600,8.7,17.891,0.2451
11-04-2012,15:27:09,19.817,46.300,8.0,18.985,0.2465
11-04-2012,16:27:10,19.103,45.600,7.1,18.461,0.2472
11-04-2012,17:27:11,15.939,46.400,4.5,15.915,0.2472
11-04-2012,18:27:12,8.444,59.500,1.0,12.678,0.2472
11-04-2012,19:27:13,-2.160,83.200,-4.6,9.410,0.2465
11-04-2012,20:27:14,-3.866,94.200,-4.7,6.889,0.2458
11-04-2012,21:27:15,-5.636,92.900,-6.6,5.128,0.2458
11-04-2012,22:27:16,-6.262,94.900,-7.0,3.801,0.2451
11-04-2012,23:27:17,-6.930,93.400,-7.8,2.903,0.2451
12-04-2012,00:27:18,-7.122,93.400,-8.0,2.343,0.2443
12-04-2012,01:27:19,-7.771,92.600,-8.8,1.913,0.2443
12-04-2012,02:27:20,-7.608,93.200,-8.5,1.534,0.2443
12-04-2012,03:27:21,-7.316,93.900,-8.1,1.235,0.2443
12-04-2012,04:27:22,-6.042,95.400,-6.7,1.017,0.2443
12-04-2012,05:27:23,-6.642,95.400,-7.3,0.797,0.2443
12-04-2012,06:27:24,-6.168,95.700,-6.8,0.632,0.2451
12-04-2012,07:27:25,-6.105,96.200,-6.6,0.467,0.2451
12-04-2012,08:27:26,-5.202,97.000,-5.6,0.356,0.2451
12-04-2012,09:27:27,6.484,94.000,5.6,0.384,0.2443
12-04-2012,10:27:28,15.199,52.600,5.6,0.495,0.2429
12-04-2012,11:27:29,18.533,35.300,2.9,3.775,0.2429
12-04-2012,12:27:30,19.080,40.500,5.4,10.565,0.2429
12-04-2012,13:27:31,18.509,45.800,6.6,15.414,0.2443
12-04-2012,14:27:32,18.176,51.400,8.0,18.152,0.2458
12-04-2012,15:27:33,18.699,54.200,9.3,19.103,0.2465
12-04-2012,16:27:34,17.558,55.900,8.7,18.485,0.2472
12-04-2012,17:27:35,15.676,60.400,8.0,16.177,0.2472
12-04-2012,18:27:36,11.856,65.300,5.6,13.329,0.2472
12-04-2012,19:27:37,-0.171,78.900,-3.4,10.320,0.2465
12-04-2012,20:27:38,-1.871,92.300,-3.0,7.920,0.2465
12-04-2012,21:27:39,-2.479,95.600,-3.1,6.458,0.2458
12-04-2012,22:27:40,-3.035,97.200,-3.4,5.411,0.2451
12-04-2012,23:27:41,-2.683,98.700,-2.9,4.610,0.2443
13-04-2012,00:27:42,-3.094,99.300,-3.2,3.958,0.2436
13-04-2012,01:27:43,-2.189,100.000,-2.2,3.433,0.2436
13-04-2012,02:27:44,-3.035,100.000,-3.0,3.036,0.2436
13-04-2012,03:27:45,-3.717,99.900,-3.7,2.584,0.2436
13-04-2012,04:27:46,2.557,95.900,2.0,2.289,0.2436
13-04-2012,05:27:47,4.947,76.700,1.2,2.903,0.2436
13-04-2012,06:27:48,4.818,65.200,-1.2,3.168,0.2436
13-04-2012,07:27:49,4.844,64.500,-1.3,3.221,0.2436
13-04-2012,08:27:50,5.745,66.700,0.0,3.195,0.2436
13-04-2012,09:27:51,9.977,56.000,1.6,3.485,0.2443
13-04-2012,10:27:52,14.098,44.900,2.3,4.454,0.2443
13-04-2012,11:27:53,15.867,46.700,4.5,7.619,0.2451
13-04-2012,12:27:54,17.653,49.000,6.8,12.268,0.2458
13-04-2012,13:27:55,17.510,49.800,6.9,16.129,0.2458
13-04-2012,14:27:56,18.771,43.100,6.0,18.485,0.2465
13-04-2012,15:27:57,18.913,37.300,4.0,19.318,0.2472
13-04-2012,16:27:58,14.840,49.900,4.5,18.176,0.2480
13-04-2012,17:27:59,12.654,61.100,5.4,15.629,0.2480
13-04-2012,18:28:00,7.116,75.500,3.1,12.823,0.2487
13-04-2012,19:28:01,1.317,90.000,-0.1,10.198,0.2480
13-04-2012,20:28:02,-1.327,96.300,-1.8,7.895,0.2472
13-04-2012,21:28:03,-3.717,96.500,-4.2,6.331,0.2472
13-04-2012,22:28:04,2.503,78.300,-0.9,5.205,0.2465
13-04-2012,23:28:05,3.696,56.000,-4.3,4.869,0.2458
14-04-2012,00:28:06,3.722,55.200,-4.4,4.584,0.2458
14-04-2012,01:28:07,-0.088,62.200,-6.4,4.220,0.2458
14-04-2012,02:28:08,-0.535,83.100,-3.1,3.538,0.2458
14-04-2012,03:28:09,3.089,92.700,2.0,3.380,0.2451
14-04-2012,04:28:10,3.670,95.200,3.0,3.775,0.2451
14-04-2012,05:28:11,3.985,94.000,3.1,4.011,0.2451
14-04-2012,06:28:12,4.610,89.700,3.1,4.141,0.2451
14-04-2012,07:28:13,4.792,88.100,3.0,4.272,0.2451
14-04-2012,08:28:14,5.668,87.100,3.7,4.402,0.2451
14-04-2012,09:28:15,6.357,82.700,3.6,5.102,0.2458
14-04-2012,10:28:16,8.319,79.600,5.0,6.051,0.2451
14-04-2012,11:28:17,9.312,77.800,5.6,7.469,0.2458
14-04-2012,12:28:18,11.200,73.300,6.6,9.682,0.2458
14-04-2012,13:28:19,12.485,69.500,7.1,12.243,0.2465
14-04-2012,14:28:20,11.005,69.800,5.7,13.858,0.2472
14-04-2012,15:28:21,9.558,77.900,5.9,12.461,0.2472
14-04-2012,16:28:22,7.745,82.800,5.0,11.029,0.2480
14-04-2012,17:28:23,7.015,87.700,5.1,9.657,0.2480
14-04-2012,18:28:24,6.535,93.100,5.5,8.742,0.2480
14-04-2012,19:28:25,5.745,96.600,5.3,8.070,0.2480
